action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,ligand_efficiency.bei,ligand_efficiency.le,ligand_efficiency.lle,ligand_efficiency.sei,ligand_efficiency
,,120871,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL138363,,CHEMBL138363,8.80,0,http://www.openphacts.org/units/Nanomolar,265489,=,1,1,=,,IC50,nM,,1.6,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,1.6,22.89,0.50,4.75,11.02,
,,120872,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL138363,,CHEMBL138363,7.36,0,http://www.openphacts.org/units/Nanomolar,265489,=,1,1,=,,IC50,nM,,44.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,44.0,19.15,0.42,3.31,9.22,
,,120873,[],CHEMBL623728,Irreversible inhibition of formation of phosphorylated EGFR in A431 cells 8 hr after washing cells free of compound,F,,,BAO_0000201,BAO_0000219,cell-based format,C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL138363,,CHEMBL138363,,0,http://qudt.org/vocab/unit#Percent,265489,<,1,1,<,,Inhibition,%,,20.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Inhibition,%,UO_0000187,,20.0,,,,,
,,120874,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL93464,,CHEMBL93464,9.26,0,http://www.openphacts.org/units/Nanomolar,265460,=,1,1,=,,IC50,nM,,0.55,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.55,24.16,0.53,4.61,13.84,
,,120875,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL93464,,CHEMBL93464,8.06,0,http://www.openphacts.org/units/Nanomolar,265460,=,1,1,=,,IC50,nM,,8.7,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,8.7,21.03,0.46,3.41,12.05,
,,120876,[],CHEMBL623728,Irreversible inhibition of formation of phosphorylated EGFR in A431 cells 8 hr after washing cells free of compound,F,,,BAO_0000201,BAO_0000219,cell-based format,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL93464,,CHEMBL93464,,0,http://qudt.org/vocab/unit#Percent,265460,=,1,1,=,,Inhibition,%,,80.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Inhibition,%,UO_0000187,,80.0,,,,,
,Not Determined,121283,[],CHEMBL680020,Inhibition of epidermal growth factor receptor (EGFr) tyrosine kinase activity,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,,,CHEMBL1131066,J Med Chem,1998,CHEMBL112080,,CHEMBL112080,,0,http://www.openphacts.org/units/Nanomolar,210178,,1,0,,,IC50,nM,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,,,,,,
,,121309,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,Nc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,,,CHEMBL1130057,J Med Chem,1997,CHEMBL53831,,CHEMBL53831,8.82,0,http://www.openphacts.org/units/Nanomolar,89143,=,1,1,=,,IC50,nM,,1.5,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,1.5,,,,,
,,121310,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,,,CHEMBL1130057,J Med Chem,1997,CHEMBL299881,,CHEMBL299881,8.64,0,http://www.openphacts.org/units/Nanomolar,89147,=,1,1,=,,IC50,nM,,2.3,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,2.3,,,,,
,,121311,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,Clc1ncc2ncnc(Nc3ccccc3)c2n1,,,CHEMBL1130057,J Med Chem,1997,CHEMBL50027,,CHEMBL50027,5.59,0,http://www.openphacts.org/units/Nanomolar,89163,=,1,1,=,,IC50,nM,,2550.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,2550.0,,,,,
,,121735,[],CHEMBL683041,Inhibition of Epidermal Growth Factor Receptor (EGFR) autophosphorylation,B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,,,CHEMBL1135208,Bioorg Med Chem Lett,2002,CHEMBL31965,CANERTINIB,CHEMBL31965,7.13,0,http://www.openphacts.org/units/Nanomolar,182229,=,1,1,=,,IC50,nM,,74.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.074,14.67,0.29,2.74,8.05,
,,122056,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL344486,,CHEMBL344486,8.57,0,http://www.openphacts.org/units/Nanomolar,265462,=,1,1,=,,IC50,nM,,2.7,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,2.7,19.42,0.42,4.38,9.19,
,,122057,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL344486,,CHEMBL344486,7.19,0,http://www.openphacts.org/units/Nanomolar,265462,=,1,1,=,,IC50,nM,,64.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,64.0,16.30,0.35,3.00,7.72,
,,122058,[],CHEMBL623728,Irreversible inhibition of formation of phosphorylated EGFR in A431 cells 8 hr after washing cells free of compound,F,,,BAO_0000201,BAO_0000219,cell-based format,CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL344486,,CHEMBL344486,,0,http://qudt.org/vocab/unit#Percent,265462,=,1,1,=,,Inhibition,%,,80.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Inhibition,%,UO_0000187,,80.0,,,,,
,,122059,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL138940,,CHEMBL138940,9.21,0,http://www.openphacts.org/units/Nanomolar,265475,=,1,1,=,,IC50,nM,,0.61,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.61,17.93,0.35,6.32,7.59,
,,122060,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL138940,,CHEMBL138940,7.85,0,http://www.openphacts.org/units/Nanomolar,265475,=,1,1,=,,IC50,nM,,14.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,14.0,15.28,0.30,4.96,6.47,
,,122061,[],CHEMBL623728,Irreversible inhibition of formation of phosphorylated EGFR in A431 cells 8 hr after washing cells free of compound,F,,,BAO_0000201,BAO_0000219,cell-based format,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL138940,,CHEMBL138940,,0,http://qudt.org/vocab/unit#Percent,265475,>,1,1,>,,Inhibition,%,,80.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Inhibition,%,UO_0000187,,80.0,,,,,
,,122062,[],CHEMBL677213,Inhibition of EGF-stimulated autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL138940,,CHEMBL138940,7.85,0,http://www.openphacts.org/units/Nanomolar,265475,=,1,1,=,,IC50,nM,,14.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,14.0,15.28,0.30,4.96,6.47,
,Not Determined,122505,[],CHEMBL680020,Inhibition of epidermal growth factor receptor (EGFr) tyrosine kinase activity,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(Cc2ccc(Nc3ncc4cc(-c5c(Cl)cccc5Cl)c(=O)n(C)c4n3)cc2)CC1,,,CHEMBL1131066,J Med Chem,1998,CHEMBL112706,,CHEMBL112706,,0,http://www.openphacts.org/units/Nanomolar,210196,,1,0,,,IC50,nM,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,,,,,,
,,122509,[],CHEMBL680019,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,,,CHEMBL1131066,J Med Chem,1998,CHEMBL321193,,CHEMBL321193,6.82,0,http://www.openphacts.org/units/Nanomolar,210188,=,1,1,=,,IC50,nM,,150.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.15,16.51,0.33,2.07,8.53,
,,122513,[],CHEMBL680019,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)CCCc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,,,CHEMBL1131066,J Med Chem,1998,CHEMBL419022,,CHEMBL419022,6.16,0,http://www.openphacts.org/units/Nanomolar,210181,=,1,1,=,,IC50,nM,,700.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.7,12.04,0.24,0.22,7.15,
,,122535,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,,,CHEMBL1130057,J Med Chem,1997,CHEMBL53426,,CHEMBL53426,9.60,0,http://www.openphacts.org/units/Nanomolar,89140,=,1,1,=,,IC50,nM,,0.25,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.25,,,,,
,,122536,[],CHEMBL680026,Tested for ability to inhibit autophosphorylation of the Epidermal growth factor receptor in human epidermoid carcinoma cells,F,,,BAO_0000190,BAO_0000019,assay format,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,,,CHEMBL1130057,J Med Chem,1997,CHEMBL53426,,CHEMBL53426,8.29,0,http://www.openphacts.org/units/Nanomolar,89140,=,1,1,=,,IC50,nM,,5.1,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,5.1,,,,,
,,122537,[],CHEMBL680030,Tested for inhibition of PLC gamma-derived substrate in Epidermal growth factor receptor stimulated A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1130057,J Med Chem,1997,CHEMBL53711,,CHEMBL53711,8.59,0,http://www.openphacts.org/units/Nanomolar,89164,=,1,1,=,,IC50,nM,,2.6,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,2.6,,,,,
,,122538,[],CHEMBL680031,Tested for inhibition of autophosphorylation in Epidermal growth factor receptor stimulated A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1130057,J Med Chem,1997,CHEMBL53711,,CHEMBL53711,7.92,0,http://www.openphacts.org/units/Nanomolar,89164,=,1,1,=,,IC50,nM,,12.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,12.0,,,,,
,,123349,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL344177,,CHEMBL344177,9.16,0,http://www.openphacts.org/units/Nanomolar,265469,=,1,1,=,,IC50,nM,,0.69,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.69,22.64,0.52,4.94,11.48,
,,123350,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL344177,,CHEMBL344177,7.70,0,http://www.openphacts.org/units/Nanomolar,265469,=,1,1,=,,IC50,nM,,20.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,20.0,19.03,0.44,3.48,9.65,
,,123351,[],CHEMBL623728,Irreversible inhibition of formation of phosphorylated EGFR in A431 cells 8 hr after washing cells free of compound,F,,,BAO_0000201,BAO_0000219,cell-based format,O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL344177,,CHEMBL344177,,0,http://qudt.org/vocab/unit#Percent,265469,>,1,1,>,,Inhibition,%,,80.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Inhibition,%,UO_0000187,,80.0,,,,,
,,123352,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL136178,,CHEMBL136178,8.92,0,http://www.openphacts.org/units/Nanomolar,265464,=,1,1,=,,IC50,nM,,1.2,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,1.2,21.69,0.47,4.70,10.62,
,,123353,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL136178,,CHEMBL136178,5.98,0,http://www.openphacts.org/units/Nanomolar,265464,=,1,1,=,,IC50,nM,,1039.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,1039.0,14.55,0.31,1.76,7.12,
,,123354,[],CHEMBL623728,Irreversible inhibition of formation of phosphorylated EGFR in A431 cells 8 hr after washing cells free of compound,F,,,BAO_0000201,BAO_0000219,cell-based format,CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL136178,,CHEMBL136178,,0,http://qudt.org/vocab/unit#Percent,265464,=,1,1,=,,Inhibition,%,,80.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Inhibition,%,UO_0000187,,80.0,,,,,
,,123355,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL136511,,CHEMBL136511,8.85,0,http://www.openphacts.org/units/Nanomolar,265473,=,1,1,=,,IC50,nM,,1.4,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,1.4,21.85,0.50,4.83,10.54,
,,123356,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL136511,,CHEMBL136511,8.57,0,http://www.openphacts.org/units/Nanomolar,265473,=,1,1,=,,IC50,nM,,2.7,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,2.7,21.14,0.49,4.55,10.20,
,,123357,[],CHEMBL623728,Irreversible inhibition of formation of phosphorylated EGFR in A431 cells 8 hr after washing cells free of compound,F,,,BAO_0000201,BAO_0000219,cell-based format,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL136511,,CHEMBL136511,,0,http://qudt.org/vocab/unit#Percent,265473,>,1,1,>,,Inhibition,%,,80.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Inhibition,%,UO_0000187,,80.0,,,,,
,Not Determined,123751,[],CHEMBL680020,Inhibition of epidermal growth factor receptor (EGFr) tyrosine kinase activity,B,,,BAO_0000190,BAO_0000357,single protein format,CC[N+]([O-])(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,,,CHEMBL1131066,J Med Chem,1998,CHEMBL320339,,CHEMBL320339,,0,http://www.openphacts.org/units/Nanomolar,210146,,1,0,,,IC50,nM,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,,,,,,
,,123785,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,,,CHEMBL1130057,J Med Chem,1997,CHEMBL416307,,CHEMBL416307,8.52,0,http://www.openphacts.org/units/Nanomolar,89151,=,1,1,=,,IC50,nM,,3.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,3.0,,,,,
,,124275,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(C)c4n3C)n(C)c12,,,CHEMBL1127560,J Med Chem,1994,CHEMBL64165,,CHEMBL64165,,0,http://www.openphacts.org/units/Nanomolar,109050,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0,,,,,
,,124308,[],CHEMBL676146,Inhibition of EGF-dependent DNA synthesis in ER 22 cells incubated with [3H]TdR,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)c1cccc(/N=C/c2cc(O)ccc2O)c1,,,CHEMBL1127084,J Med Chem,1993,CHEMBL130116,,CHEMBL130116,,0,http://www.openphacts.org/units/Nanomolar,252405,>,1,1,>,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0,,,,,
,,124325,[],CHEMBL679549,Inhibitory activity against recombinant tyrosine kinase EGF-R (EGF-R ICD),B,,,BAO_0000190,BAO_0000357,single protein format,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,,,CHEMBL1127678,J Med Chem,1994,CHEMBL44,GENISTEIN,CHEMBL44,6.00,0,http://www.openphacts.org/units/Nanomolar,2996,=,1,1,=,,IC50,nM,,1000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1.0,22.20,0.41,3.42,6.60,
,,124595,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL136102,,CHEMBL136102,8.84,0,http://www.openphacts.org/units/Nanomolar,265476,=,1,1,=,,IC50,nM,,1.45,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,1.45,17.25,0.37,5.72,8.55,
,,124596,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL136102,,CHEMBL136102,6.71,0,http://www.openphacts.org/units/Nanomolar,265476,=,1,1,=,,IC50,nM,,193.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,193.0,13.10,0.28,3.59,6.50,
,,124597,[],CHEMBL623728,Irreversible inhibition of formation of phosphorylated EGFR in A431 cells 8 hr after washing cells free of compound,F,,,BAO_0000201,BAO_0000219,cell-based format,CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL136102,,CHEMBL136102,,0,http://qudt.org/vocab/unit#Percent,265476,=,1,1,=,,Inhibition,%,,80.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Inhibition,%,UO_0000187,,80.0,,,,,
,,124598,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL336264,,CHEMBL336264,9.37,0,http://www.openphacts.org/units/Nanomolar,265471,=,1,1,=,,IC50,nM,,0.43,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.43,23.94,0.56,5.92,11.04,
,,124599,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL336264,,CHEMBL336264,,0,http://www.openphacts.org/units/Nanomolar,265471,>,1,1,>,,IC50,nM,,500.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,500.0,,,,,
,,124600,[],CHEMBL623728,Irreversible inhibition of formation of phosphorylated EGFR in A431 cells 8 hr after washing cells free of compound,F,,,BAO_0000201,BAO_0000219,cell-based format,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL336264,,CHEMBL336264,,0,http://qudt.org/vocab/unit#Percent,265471,>,1,1,>,,Inhibition,%,,80.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Inhibition,%,UO_0000187,,80.0,,,,,
,,125063,[],CHEMBL680019,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,,,CHEMBL1131066,J Med Chem,1998,CHEMBL104153,,CHEMBL104153,6.66,0,http://www.openphacts.org/units/Nanomolar,210189,=,1,1,=,,IC50,nM,,220.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.22,15.58,0.31,1.61,9.64,
,,125108,[],CHEMBL680030,Tested for inhibition of PLC gamma-derived substrate in Epidermal growth factor receptor stimulated A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,,,CHEMBL1130057,J Med Chem,1997,CHEMBL53156,,CHEMBL53156,8.51,1,http://www.openphacts.org/units/Nanomolar,89157,=,1,1,=,,IC50,nM,,3.1,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,3.1,,,,,
